date,sym,spot,open,close
2019-12-26,ACNB,37,37.29,37.29
2019-12-27,ACNB,37,37.23,37.23
2019-12-30,ACNB,37.47,36.97,36.97
2019-12-31,ACNB,37.27,37.28,37.28
2019-12-02,ACOR,1.6,1.59,1.59
2019-12-03,ACOR,1.5808,1.73,1.73
2019-12-04,ACOR,2.05,1.91,1.91
2019-12-05,ACOR,1.82,1.715,1.715
2019-12-06,ACOR,1.76,1.685,1.685
2019-12-09,ACOR,1.74,1.73,1.73
2019-12-10,ACOR,1.72,1.7,1.7
2019-12-11,ACOR,1.66,1.675,1.675
2019-12-12,ACOR,1.89,1.8737,1.8737
2019-12-13,ACOR,1.95,1.81,1.81
2019-12-16,ACOR,1.78,1.75,1.75
2019-12-17,ACOR,1.68,1.655,1.655
2019-12-18,ACOR,1.7,1.6881,1.6881
2019-12-19,ACOR,1.634,1.705,1.705
2019-12-20,ACOR,1.72,1.815,1.815
2019-12-23,ACOR,1.79,1.71,1.71
2019-12-24,ACOR,1.78,1.825,1.825
2019-12-26,ACOR,2.04,2.395,2.395
2019-12-27,ACOR,2.61,2.34,2.34
2019-12-30,ACOR,2.61,2.35,2.35
2019-12-31,ACOR,2.2,2.071,2.071
2019-12-02,ACRS,1.64,1.6,1.6
2019-12-03,ACRS,1.64,1.65,1.65
2019-12-04,ACRS,1.73,1.72,1.72
2019-12-05,ACRS,1.56,1.69,1.69
2019-12-06,ACRS,1.63,1.64,1.64
2019-12-09,ACRS,1.66,1.83,1.83
2019-12-10,ACRS,1.79,1.82,1.82
2019-12-11,ACRS,1.74,1.77,1.77
2019-12-12,ACRS,1.8,1.74,1.74
2019-12-13,ACRS,1.73,1.75,1.75
2019-12-16,ACRS,1.92,1.9,1.9
2019-12-17,ACRS,1.87,1.855,1.855
2019-12-18,ACRS,1.83,1.83,1.83
2019-12-19,ACRS,1.86,1.83,1.83
2019-12-20,ACRS,1.77,1.795,1.795
2019-12-23,ACRS,1.82,1.8485,1.8485
2019-12-24,ACRS,1.82,1.84,1.84
2019-12-26,ACRS,1.85,1.885,1.885
2019-12-27,ACRS,1.8201,1.86,1.86
2019-12-30,ACRS,1.93,1.89,1.89
2019-12-31,ACRS,1.87,1.84,1.84
2019-12-02,ACRX,1.9,1.81,1.81
2019-12-03,ACRX,1.82,1.835,1.835
2019-12-04,ACRX,1.8,1.825,1.825
2019-12-05,ACRX,1.92,1.835,1.835
2019-12-06,ACRX,1.82,1.87,1.87
2019-12-09,ACRX,1.86,1.865,1.865
2019-12-10,ACRX,1.86,1.885,1.885
2019-12-11,ACRX,2.1,2.3,2.3
2019-12-12,ACRX,2.45,2.3813,2.3813
2019-12-13,ACRX,2.3101,2.345,2.345
2019-12-16,ACRX,2.25,2.22,2.22
2019-12-17,ACRX,2.26,2.25,2.25
2019-12-18,ACRX,2.14,2.14,2.14
2019-12-19,ACRX,2.13,2.195,2.195
2019-12-20,ACRX,2.17,2.14,2.14
2019-12-23,ACRX,2.16,2.1652,2.1652
2019-12-24,ACRX,2.1899,2.21,2.21
2019-12-26,ACRX,2.21,2.33,2.33
2019-12-27,ACRX,2.4,2.27,2.27
2019-12-30,ACRX,2.21,2.16,2.16
2019-12-31,ACRX,2.12,2.13,2.13
2019-12-02,ACST,2.07,1.93,1.93
2019-12-03,ACST,1.8799,1.8864,1.8864
2019-12-04,ACST,1.94,1.9597,1.9597
2019-12-05,ACST,1.94,1.93,1.93
2019-12-09,ACST,1.85,1.885,1.885
2019-12-10,ACST,1.89,1.8885,1.8885
2019-12-11,ACST,1.86,1.7904,1.7904
2019-12-12,ACST,1.8,1.755,1.755
2019-12-13,ACST,1.79,1.86,1.86
2019-12-16,ACST,2.25,2,2
2019-12-17,ACST,2.02,2.07,2.07
2019-12-18,ACST,2.38,2.2785,2.2785
2019-12-19,ACST,2.4,2.48,2.48
2019-12-20,ACST,2.72,2.75,2.75
2019-12-23,ACST,2.93,2.94,2.94
2019-12-24,ACST,1.8,2.175,2.175
2019-12-26,ACST,2.21,2.5518,2.5518
2019-12-27,ACST,2.6701,2.48,2.48
2019-12-30,ACST,2.56,2.5501,2.5501
2019-12-31,ACST,2.41,2.4,2.4
2019-12-02,ACT,25.2,24.99,24.99
2019-12-03,ACT,24.68,24.78,24.78
2019-12-04,ACT,24.84,24.84,24.84
2019-12-05,ACT,24.7564,24.7564,24.7564
2019-12-06,ACT,24.9311,24.9295,24.9295
2019-12-09,ACT,24.95,24.95,24.95
2019-12-10,ACT,24.7571,24.742,24.742
2019-12-11,ACT,24.7416,24.7416,24.7416
2019-12-12,ACT,24.9195,24.9,24.9
2019-12-13,ACT,24.79,24.79,24.79
2019-12-16,ACT,25.26,25.22,25.22
2019-12-17,ACT,25.13,25.1701,25.1701
2019-12-18,ACT,25.26,25.23,25.23
2019-12-19,ACT,25.33,25.33,25.33
2019-12-20,ACT,25.53,25.5,25.5
2019-12-23,ACT,25.54,25.56,25.56
2019-12-24,ACT,25.57,25.6,25.6
2019-12-26,ACT,25.75,25.688,25.688
2019-12-27,ACT,25.37,25.07,25.07
2019-12-30,ACT,25.27,25.09,25.09
2019-12-31,ACT,25.19,25.16,25.16
2019-12-02,ACTG,3,2.855,2.855
2019-12-03,ACTG,2.86,2.845,2.845
2019-12-04,ACTG,2.84,2.83,2.83
2019-12-05,ACTG,2.89,2.9,2.9
2019-12-06,ACTG,2.95,3.01,3.01
2019-12-09,ACTG,2.9101,2.92,2.92
2019-12-10,ACTG,2.8674,2.89,2.89
2019-12-11,ACTG,2.95,2.91,2.91
2019-12-12,ACTG,2.97,2.97,2.97
2019-12-13,ACTG,2.97,2.95,2.95
2019-12-16,ACTG,2.9,2.87,2.87
2019-12-17,ACTG,2.86,2.85,2.85
2019-12-18,ACTG,2.74,2.76,2.76
2019-12-19,ACTG,2.72,2.76,2.76
2019-12-20,ACTG,2.78,2.76,2.76
2019-12-23,ACTG,2.75,2.65,2.65
2019-12-24,ACTG,2.6,2.67,2.67
2019-12-26,ACTG,2.65,2.65,2.65
2019-12-27,ACTG,2.68,2.69,2.69
2019-12-30,ACTG,2.99,2.68,2.68
2019-12-31,ACTG,3.04,2.69,2.69
2019-12-03,ACTT,9.95,9.95,9.95
2019-12-09,ACTT,9.96,9.96,9.96
2019-12-10,ACTT,9.87,9.87,9.87
2019-12-11,ACTT,9.96,9.96,9.96
2019-12-18,ACTT,9.97,9.97,9.97
2019-12-19,ACTT,9.98,9.98,9.98
2019-12-20,ACTT,10.16,10.15,10.15
2019-12-23,ACTT,10.15,10.13,10.13
2019-12-24,ACTT,10.12,10.12,10.12
2019-12-26,ACTT,10.085,10.09,10.09
2019-12-09,ACTTU,10.48,10.48,10.48
2019-12-11,ACTTU,10.44,10.44,10.44
2019-12-13,ACTTU,10.325,10.325,10.325
2019-12-18,ACTTU,10.4106,10.4106,10.4106
2019-12-19,ACTTU,10.5,10.5,10.5
2019-12-02,ACTTW,0.88,0.88,0.88
2019-12-03,ACTTW,0.88,0.88,0.88
2019-12-04,ACTTW,0.88,0.88,0.88
2019-12-06,ACTTW,0.88,0.88,0.88
2019-12-09,ACTTW,0.88,0.88,0.88
2019-12-10,ACTTW,0.86,0.86,0.86
2019-12-11,ACTTW,0.86,0.86,0.86
2019-12-12,ACTTW,0.85,0.85,0.85
2019-12-13,ACTTW,0.85,0.85,0.85
2019-12-16,ACTTW,0.85,0.85,0.85
2019-12-18,ACTTW,0.85,0.85,0.85
2019-12-20,ACTTW,1.4,1.18,1.18
2019-12-23,ACTTW,0.96,1.1,1.1
2019-12-24,ACTTW,1.08,1.08,1.08
2019-12-27,ACTTW,0.83,1.0493,1.0493
2019-12-31,ACTTW,1,1,1
2019-12-02,ACWI,77.64,76.98,76.98
2019-12-03,ACWI,76.35,76.205,76.205
2019-12-04,ACWI,76.64,77.21,77.21
2019-12-05,ACWI,77.3,77.13,77.13
2019-12-06,ACWI,77.82,77.874,77.874
2019-12-09,ACWI,77.78,77.905,77.905
2019-12-10,ACWI,77.62,77.765,77.765
2019-12-11,ACWI,77.74,77.78,77.78
2019-12-12,ACWI,77.97,78.61,78.61
2019-12-13,ACWI,78.8,78.69,78.69
2019-12-16,ACWI,78.53,78.63,78.63
2019-12-17,ACWI,78.61,78.53,78.53
2019-12-18,ACWI,78.69,78.555,78.555
2019-12-19,ACWI,78.51,78.525,78.525
2019-12-20,ACWI,79.01,78.985,78.985
2019-12-23,ACWI,79.12,79.1,79.1
2019-12-24,ACWI,79.12,79.03,79.03
2019-12-26,ACWI,79.18,79.332,79.332
2019-12-27,ACWI,79.92,79.63,79.63
2019-12-30,ACWI,79.63,79.18,79.18
2019-12-31,ACWI,78.96,78.94,78.94
2019-12-02,ACWX,47.93,47.6294,47.6294
2019-12-03,ACWX,47.32,47.27,47.27
2019-12-04,ACWX,47.81,47.88,47.88
2019-12-05,ACWX,47.99,47.872,47.872
2019-12-06,ACWX,48.25,48.255,48.255
2019-12-09,ACWX,48.23,48.26,48.26
2019-12-10,ACWX,48.11,48.2,48.2
2019-12-11,ACWX,48.25,48.36,48.36
2019-12-12,ACWX,48.54,48.87,48.87
2019-12-13,ACWX,49.18,49.1145,49.1145
2019-12-16,ACWX,49.22,48.92,48.92
2019-12-17,ACWX,48.84,48.815,48.815
2019-12-18,ACWX,48.85,48.82,48.82
2019-12-19,ACWX,48.75,48.75,48.75
2019-12-20,ACWX,48.99,48.945,48.945
2019-12-23,ACWX,48.92,48.925,48.925
2019-12-24,ACWX,49.17,48.898,48.898
2019-12-26,ACWX,49,49.1,49.1
2019-12-27,ACWX,49.38,49.3101,49.3101
2019-12-30,ACWX,49.34,49.12,49.12
2019-12-31,ACWX,48.98,48.89,48.89
2019-12-02,ADAP,1.17,1.14,1.14
2019-12-03,ADAP,1.19,1.175,1.175
2019-12-04,ADAP,1.26,1.2237,1.2237
2019-12-05,ADAP,1.23,1.15,1.15
2019-12-06,ADAP,1.15,1.07,1.07
2019-12-09,ADAP,1.16,1.15,1.15
2019-12-10,ADAP,1.16,1.15,1.15
2019-12-11,ADAP,1.15,1.21,1.21
2019-12-12,ADAP,1.2199,1.25,1.25
2019-12-13,ADAP,1.26,1.21,1.21
2019-12-16,ADAP,1.29,1.255,1.255
2019-12-17,ADAP,1.37,1.19,1.19
2019-12-18,ADAP,1.28,1.245,1.245
2019-12-19,ADAP,1.36,1.37,1.37
2019-12-20,ADAP,1.39,1.33,1.33
2019-12-23,ADAP,1.37,1.35,1.35
2019-12-24,ADAP,1.35,1.3626,1.3626
2019-12-26,ADAP,1.37,1.38,1.38
2019-12-27,ADAP,1.4,1.38,1.38
2019-12-30,ADAP,1.38,1.2725,1.2725
2019-12-31,ADAP,1.19,1.2,1.2
2019-12-02,ADBE,310.25,301.63,301.63
2019-12-03,ADBE,299,301,301
2019-12-04,ADBE,305.03,303.28,303.28
2019-12-05,ADBE,302.3,303.34,303.34
2019-12-06,ADBE,305,304.85,304.85
2019-12-09,ADBE,308,308.635,308.635
2019-12-10,ADBE,306,307.28,307.28
2019-12-11,ADBE,305.45,302.72,302.72
2019-12-12,ADBE,304.5,305.81,305.81
2019-12-13,ADBE,315.52,320.84,320.84
2019-12-16,ADBE,319,324.42,324.42
2019-12-17,ADBE,323.4,323.3,323.3
2019-12-18,ADBE,323.26,325.64,325.64
2019-12-19,ADBE,323.57,325.69,325.69
2019-12-20,ADBE,328.46,326.31,326.31
2019-12-23,ADBE,326.8,329.78,329.78
2019-12-24,ADBE,329,330.874,330.874
2019-12-26,ADBE,330,331.14,331.14
2019-12-27,ADBE,332.75,330.82,330.82
2019-12-30,ADBE,330.37,327.02,327.02
2019-12-31,ADBE,328.34,327.6201,327.6201
2019-12-02,ADES,10.11,10.21,10.21
2019-12-03,ADES,10.3,10.2,10.2
2019-12-04,ADES,10.12,10.2,10.2
2019-12-05,ADES,10.16,10.49,10.49
2019-12-06,ADES,10.37,10.51,10.51
2019-12-09,ADES,10.54,10.4,10.4
2019-12-10,ADES,10.48,10.23,10.23
2019-12-11,ADES,10.48,10.5,10.5
2019-12-12,ADES,10.43,10.555,10.555
2019-12-13,ADES,10.72,10.64,10.64
2019-12-16,ADES,10.5,10.715,10.715
2019-12-17,ADES,10.57,10.59,10.59
2019-12-18,ADES,10.52,10.48,10.48
2019-12-19,ADES,10.44,10.49,10.49
2019-12-20,ADES,10.37,10.335,10.335
2019-12-23,ADES,10.4,10.3345,10.3345
2019-12-24,ADES,10.54,10.55,10.55
2019-12-26,ADES,10.39,10.47,10.47
2019-12-27,ADES,10.28,10.09,10.09
2019-12-30,ADES,10.06,10.02,10.02
2019-12-31,ADES,10.32,10.365,10.365
2019-12-02,ADI,113,111.07,111.07
2019-12-03,ADI,110.01,109.21,109.21
2019-12-04,ADI,111.31,113.6,113.6
2019-12-05,ADI,113.85,114.035,114.035
2019-12-06,ADI,113.44,115.04,115.04
2019-12-09,ADI,115.75,114.77,114.77
2019-12-10,ADI,115.08,115.33,115.33
2019-12-11,ADI,115.13,116.21,116.21
2019-12-12,ADI,115.79,117.97,117.97
2019-12-13,ADI,118.64,118.28,118.28
2019-12-16,ADI,119.39,120.1,120.1
2019-12-17,ADI,118.91,118.34,118.34
2019-12-18,ADI,118.89,117.28,117.28
2019-12-19,ADI,117.38,118.515,118.515
2019-12-20,ADI,120.43,119.575,119.575
2019-12-23,ADI,120.13,119.37,119.37
2019-12-24,ADI,119.26,119.36,119.36
2019-12-26,ADI,119.67,119.7907,119.7907
2019-12-27,ADI,120,119.35,119.35
2019-12-30,ADI,119.31,118.4498,118.4498
2019-12-31,ADI,118.84,118.4,118.4
2019-12-02,ADIL,1.45,1.38,1.38
2019-12-03,ADIL,1.42,1.41,1.41
2019-12-04,ADIL,1.397,1.42,1.42
2019-12-05,ADIL,1.37,1.42,1.42
2019-12-06,ADIL,1.4,1.52,1.52
2019-12-09,ADIL,1.47,1.5141,1.5141
2019-12-10,ADIL,1.69,1.65,1.65
2019-12-11,ADIL,1.74,1.663,1.663
2019-12-12,ADIL,1.7,1.6918,1.6918
2019-12-13,ADIL,1.62,1.7099,1.7099
2019-12-16,ADIL,2.4,2.3341,2.3341
2019-12-17,ADIL,2.2801,2.1,2.1
2019-12-18,ADIL,2.16,2.21,2.21
2019-12-19,ADIL,2.25,2.28,2.28
2019-12-20,ADIL,2.49,2.31,2.31
2019-12-23,ADIL,2.22,2.21,2.21
2019-12-24,ADIL,2.15,2.2234,2.2234
2019-12-26,ADIL,2.36,2.36,2.36
2019-12-27,ADIL,2.34,2.4,2.4
2019-12-30,ADIL,2.42,2.4186,2.4186
2019-12-31,ADIL,2.69,2.65,2.65
2019-12-05,ADILW,0.0803,0.0803,0.0803
2019-12-06,ADILW,0.09,0.09,0.09
2019-12-09,ADILW,0.0885,0.0885,0.0885
2019-12-16,ADILW,0.2489,0.13,0.13
2019-12-19,ADILW,0.2399,0.2399,0.2399
2019-12-26,ADILW,0.3388,0.3387,0.3387
2019-12-30,ADILW,0.24,0.2405,0.2405
2019-12-02,ADMA,4.78,4.5299,4.5299
2019-12-05,ADMA,4.35,4.18,4.18
2019-12-06,ADMA,4.38,4.14,4.14
2019-12-09,ADMA,4.37,4.2014,4.2014
2019-12-10,ADMA,4.15,4.115,4.115
2019-12-12,ADMA,4.2,4.17,4.17
2019-12-16,ADMA,4.06,4.105,4.105
2019-12-17,ADMA,4.05,3.92,3.92
2019-12-18,ADMA,4.0699,4.125,4.125
2019-12-23,ADMA,4.33,4.24,4.24
2019-12-24,ADMA,4.2,4.135,4.135
2019-12-27,ADMA,4.1,3.965,3.965
2019-12-31,ADMA,3.93,3.95,3.95
2019-12-02,ADMP,0.595,0.5889,0.5889
2019-12-03,ADMP,0.57,0.575016,0.575016
2019-12-04,ADMP,0.5624,0.569,0.569
2019-12-05,ADMP,0.5702,0.5641,0.5641
2019-12-06,ADMP,0.55,0.5652,0.5652
2019-12-09,ADMP,0.555,0.5402,0.5402
2019-12-10,ADMP,0.5301,0.5072,0.5072
2019-12-11,ADMP,0.5195,0.5162,0.5162
2019-12-12,ADMP,0.5059,0.5123,0.5123
2019-12-13,ADMP,0.525,0.52,0.52
2019-12-16,ADMP,0.51,0.5149,0.5149
2019-12-17,ADMP,0.5058,0.5078,0.5078
2019-12-18,ADMP,0.5,0.5025,0.5025
2019-12-19,ADMP,0.5216,0.5419,0.5419
2019-12-20,ADMP,0.5604,0.5795,0.5795
2019-12-23,ADMP,0.5903,0.625,0.625
2019-12-24,ADMP,0.69,0.70535,0.70535
2019-12-26,ADMP,0.73,0.6798,0.6798
2019-12-27,ADMP,0.7,0.68395,0.68395
2019-12-30,ADMP,0.6675,0.71977,0.71977
2019-12-31,ADMP,0.72,0.7044,0.7044
2019-12-02,ADMS,5.95,5.9,5.9
2019-12-03,ADMS,6.2,6.27,6.27
2019-12-04,ADMS,6.17,6.365,6.365
2019-12-05,ADMS,6.4,6.52,6.52
2019-12-06,ADMS,6.55,6.51,6.51
2019-12-09,ADMS,6.47,6.65,6.65
2019-12-10,ADMS,6.63,6.74,6.74
2019-12-11,ADMS,6.5,6.46,6.46
2019-12-12,ADMS,6.19,6.24,6.24
2019-12-13,ADMS,6.47,6.56,6.56
2019-12-16,ADMS,6.67,7.085,7.085
2019-12-17,ADMS,7.6,4.08,4.08
2019-12-18,ADMS,4.12,3.7301,3.7301
2019-12-19,ADMS,3.75,3.695,3.695
2019-12-20,ADMS,3.75,3.5,3.5
2019-12-23,ADMS,3.7,3.725,3.725
2019-12-24,ADMS,3.68,3.675,3.675
2019-12-26,ADMS,3.78,3.78,3.78
2019-12-27,ADMS,3.93,3.8288,3.8288
2019-12-30,ADMS,3.8,3.7323,3.7323
2019-12-31,ADMS,3.63,3.78,3.78
2019-12-02,ADP,170.78,168.65,168.65
2019-12-03,ADP,167,166.562,166.562
2019-12-04,ADP,167.12,168.66,168.66
2019-12-05,ADP,168.57,168.39,168.39
2019-12-06,ADP,169.6,170.36,170.36
2019-12-09,ADP,169.68,169.165,169.165
2019-12-10,ADP,169.36,168.91,168.91
2019-12-11,ADP,168.09,166.69,166.69
2019-12-12,ADP,166.32,167,167
2019-12-13,ADP,166.69,167.2793,167.2793
2019-12-16,ADP,168.88,169.3,169.3
2019-12-17,ADP,168.81,169.16,169.16
2019-12-18,ADP,168.38,169.3,169.3
2019-12-19,ADP,167.26,167.88,167.88
2019-12-20,ADP,170.51,170.74,170.74
2019-12-23,ADP,171.46,171.1641,171.1641
2019-12-24,ADP,169.95,170.1,170.1
2019-12-26,ADP,170.35,170.645,170.645
2019-12-27,ADP,170.35,170.59,170.59
2019-12-30,ADP,170.51,169.425,169.425
2019-12-31,ADP,169.27,169.63,169.63
2019-12-02,ADPT,27.23,27.04,27.04
2019-12-03,ADPT,27.11,27.12,27.12
2019-12-04,ADPT,27,26.65,26.65
2019-12-05,ADPT,27.21,27.39,27.39
2019-12-06,ADPT,29.54,30.45,30.45
2019-12-09,ADPT,29,29,29
2019-12-10,ADPT,29.29,29.415,29.415
2019-12-11,ADPT,28.73,28.803,28.803
2019-12-12,ADPT,30.27,31.36,31.36
2019-12-13,ADPT,31.5001,30.69,30.69
2019-12-16,ADPT,31.66,29.99,29.99
2019-12-17,ADPT,30.29,29.4612,29.4612
2019-12-18,ADPT,29.5,29.75,29.75
2019-12-19,ADPT,30.99,32.23,32.23
2019-12-20,ADPT,30.29,30.9,30.9
2019-12-23,ADPT,32.58,32.86,32.86
2019-12-24,ADPT,32,30,30
2019-12-26,ADPT,29.85,29.52,29.52
2019-12-27,ADPT,29.4,29.49,29.49
2019-12-30,ADPT,30.08,28.67,28.67
2019-12-31,ADPT,28.69,29.89,29.89
2019-12-02,ADRE,41.5,41.5342,41.5342
2019-12-03,ADRE,40.85,40.85,40.85
2019-12-04,ADRE,41.44,41.62,41.62
2019-12-05,ADRE,41.61,41.8799,41.8799
2019-12-06,ADRE,42.3,42.2,42.2
2019-12-09,ADRE,42.28,42.4242,42.4242
2019-12-10,ADRE,42.28,42.28,42.28
2019-12-11,ADRE,42.49,42.6119,42.6119
2019-12-12,ADRE,42.96,43.4044,43.4044
2019-12-13,ADRE,43.78,43.7467,43.7467
2019-12-16,ADRE,43.73,43.878,43.878
2019-12-17,ADRE,44.17,44.0229,44.0229
2019-12-18,ADRE,44.37,44.3517,44.3517
2019-12-19,ADRE,44.41,44.29,44.29
2019-12-20,ADRE,44.3,44.6065,44.6065
2019-12-23,ADRE,45,44.4861,44.4861
2019-12-24,ADRE,44.66,44.4262,44.4262
2019-12-26,ADRE,44.45,44.6815,44.6815
2019-12-27,ADRE,45,44.8453,44.8453
2019-12-30,ADRE,44.61,44.514,44.514
2019-12-31,ADRE,44.13,44.42,44.42
2019-12-02,ADRO,1.2,1.185,1.185
2019-12-03,ADRO,1.18,1.17,1.17
2019-12-04,ADRO,1.2,1.19,1.19
2019-12-05,ADRO,1.18,1.175,1.175
2019-12-06,ADRO,1.19,1.18,1.18
2019-12-09,ADRO,1.15,1.18,1.18
2019-12-10,ADRO,1.17,1.2,1.2
2019-12-11,ADRO,1.18,1.2,1.2
2019-12-12,ADRO,1.17,1.16,1.16
2019-12-13,ADRO,1.2,1.15,1.15
2019-12-16,ADRO,1.12,1.11,1.11
2019-12-17,ADRO,1.12,1.13,1.13
2019-12-18,ADRO,1.05,1.025,1.025
2019-12-19,ADRO,1.05,1.045,1.045
2019-12-20,ADRO,1.02,0.9906,0.9906
2019-12-23,ADRO,1.01,1.06,1.06
2019-12-24,ADRO,1.1,1.155,1.155
2019-12-26,ADRO,1.1501,1.215,1.215
2019-12-27,ADRO,1.22,1.18,1.18
2019-12-30,ADRO,1.19,1.18,1.18
2019-12-31,ADRO,1.18,1.2259,1.2259
2019-12-02,ADSK,180.9,176.34,176.34
2019-12-03,ADSK,173.13,173.805,173.805
2019-12-04,ADSK,175.5,175.275,175.275
2019-12-05,ADSK,176.4,176.245,176.245
2019-12-06,ADSK,177.86,178.195,178.195
2019-12-09,ADSK,179.31,180.55,180.55
2019-12-10,ADSK,178,179.405,179.405
2019-12-11,ADSK,179.18,178.775,178.775
2019-12-12,ADSK,176.8,177.45,177.45
2019-12-13,ADSK,178,178.26,178.26
2019-12-16,ADSK,180.13,183.225,183.225
2019-12-17,ADSK,184.68,181.785,181.785
2019-12-18,ADSK,182,183.63,183.63
2019-12-19,ADSK,184,182.79,182.79
2019-12-20,ADSK,186.02,183.305,183.305
2019-12-23,ADSK,182.84,183.18,183.18
2019-12-24,ADSK,183.2,183.38,183.38
2019-12-26,ADSK,184.4,185.06,185.06
2019-12-27,ADSK,185.3,185.3199,185.3199
2019-12-30,ADSK,185.36,183.36,183.36
2019-12-31,ADSK,183.05,183.64,183.64
2019-12-02,ADTN,9.23,9.105,9.105
2019-12-03,ADTN,8.95,8.97,8.97
2019-12-04,ADTN,9.08,9.11,9.11
2019-12-05,ADTN,8.93,8.91,8.91
2019-12-06,ADTN,8.93,8.82,8.82
2019-12-09,ADTN,8.84,9.07,9.07
2019-12-10,ADTN,9.12,9.15,9.15
2019-12-11,ADTN,9.14,9.21,9.21
2019-12-12,ADTN,9.36,9.53,9.53
2019-12-13,ADTN,9.43,9.31,9.31
2019-12-16,ADTN,9.46,9.68,9.68
2019-12-17,ADTN,9.46,9.335,9.335
2019-12-18,ADTN,9.46,9.58,9.58
2019-12-19,ADTN,9.54,9.49,9.49
2019-12-20,ADTN,9.51,9.38,9.38
2019-12-23,ADTN,9.44,9.605,9.605
2019-12-24,ADTN,9.63,9.68,9.68
2019-12-26,ADTN,10.2,9.64,9.64
2019-12-27,ADTN,9.84,9.77,9.77
2019-12-30,ADTN,9.79,9.67,9.67
2019-12-31,ADTN,9.76,9.75,9.75
2019-12-02,ADUS,93.46,92.67,92.67
2019-12-03,ADUS,90.8,91.6825,91.6825
2019-12-04,ADUS,93.27,93.67,93.67
2019-12-05,ADUS,93.95,94.15,94.15
2019-12-06,ADUS,94.34,94.72,94.72
2019-12-09,ADUS,95.15,95.32,95.32
2019-12-10,ADUS,94.16,94.01,94.01
2019-12-11,ADUS,93.42,92.675,92.675
2019-12-12,ADUS,92.53,92.16,92.16
2019-12-13,ADUS,92.54,92.09,92.09
2019-12-16,ADUS,92.13,93.41,93.41
2019-12-17,ADUS,92.16,92.65,92.65
2019-12-18,ADUS,91.9,91.975,91.975
2019-12-19,ADUS,92.39,92.48,92.48
2019-12-20,ADUS,92.66,91.205,91.205
2019-12-23,ADUS,91.55,91.41,91.41
2019-12-24,ADUS,92.34,92.25,92.25
2019-12-26,ADUS,94.17,94.84,94.84
2019-12-27,ADUS,95.12,95.25,95.25
2019-12-30,ADUS,95.55,95.3962,95.3962
2019-12-31,ADUS,95.99,96.235,96.235
2019-12-02,ADVM,10.91,10.395,10.395
2019-12-03,ADVM,10.64,10.61,10.61
2019-12-04,ADVM,10.71,10.81,10.81
2019-12-05,ADVM,11.31,10.885,10.885
2019-12-06,ADVM,10.64,11.09,11.09
2019-12-09,ADVM,11.45,11.38,11.38
2019-12-10,ADVM,11.18,11.32,11.32
2019-12-11,ADVM,11.66,11.007,11.007
2019-12-12,ADVM,10.6548,10.21,10.21
2019-12-13,ADVM,10.39,10.48,10.48
2019-12-16,ADVM,10.54,11.0607,11.0607
2019-12-17,ADVM,11.17,11.01,11.01
2019-12-18,ADVM,11.02,10.74,10.74
2019-12-19,ADVM,11,11.01,11.01
2019-12-20,ADVM,11.11,10.625,10.625
2019-12-23,ADVM,10.65,10.53,10.53
2019-12-24,ADVM,11.13,11.32,11.32
2019-12-26,ADVM,11.93,12.09,12.09
2019-12-27,ADVM,12.25,11.37,11.37
2019-12-30,ADVM,11.28,11.09,11.09
2019-12-31,ADVM,11.1,11.575,11.575
2019-12-02,ADXS,0.512,0.606,0.606
2019-12-03,ADXS,0.63,0.662499,0.662499
2019-12-04,ADXS,0.5771,0.61445,0.61445
2019-12-05,ADXS,0.62,0.6088,0.6088
2019-12-06,ADXS,0.63,0.7095,0.7095
2019-12-09,ADXS,0.7671,0.8688,0.8688
2019-12-10,ADXS,0.84,0.807,0.807
2019-12-11,ADXS,0.63,0.6111,0.6111
2019-12-12,ADXS,0.699,0.64,0.64
2019-12-13,ADXS,0.69,0.6759,0.6759
2019-12-16,ADXS,0.65,0.6499,0.6499
2019-12-17,ADXS,0.6402,0.6412,0.6412
2019-12-18,ADXS,0.639,0.5912,0.5912
2019-12-19,ADXS,0.6377,0.567,0.567
2019-12-20,ADXS,0.58,0.5662,0.5662
2019-12-23,ADXS,0.6,0.59,0.59
2019-12-24,ADXS,0.5801,0.6499,0.6499
2019-12-26,ADXS,0.66,0.7079,0.7079
2019-12-27,ADXS,0.711,0.73,0.73
2019-12-30,ADXS,0.82,0.8927,0.8927
2019-12-31,ADXS,0.6991,0.8179,0.8179
2019-12-02,AEGN,21.62,21.63,21.63
2019-12-03,AEGN,21.06,20.85,20.85
2019-12-04,AEGN,21.27,21.4301,21.4301
2019-12-05,AEGN,21.24,21.31,21.31
2019-12-06,AEGN,21.41,21.82,21.82
2019-12-09,AEGN,21.45,21.45,21.45
2019-12-10,AEGN,21.39,21.62,21.62
2019-12-11,AEGN,21.59,21.62,21.62
2019-12-12,AEGN,21.73,22.25,22.25
2019-12-13,AEGN,21.84,21.71,21.71
2019-12-16,AEGN,22.48,22.77,22.77
2019-12-17,AEGN,22.8,23.0538,23.0538
2019-12-18,AEGN,23.62,23.215,23.215
2019-12-19,AEGN,23.38,23.12,23.12
2019-12-20,AEGN,23.53,23.09,23.09
2019-12-23,AEGN,22.98,22.4,22.4
2019-12-24,AEGN,22.58,22.37,22.37
2019-12-26,AEGN,22.53,22.53,22.53
2019-12-27,AEGN,22.69,22.15,22.15
2019-12-30,AEGN,22.41,22.4,22.4
2019-12-31,AEGN,22.24,22.32,22.32
